,mean_abs_shap
P_KIQ_U__KIQ022_Ever_told_you_had_weak_failing_kidneys_2.0,0.0002403637600783325
P_KIQ_U__KIQ026_Ever_had_kidney_stones_2.0,0.0005330948952796595
P_KIQ_U__KIQ005_How_often_have_urinary_leakage_2.0,9.953611149582336e-05
P_KIQ_U__KIQ005_How_often_have_urinary_leakage_3.0,0.00015147349878157976
P_KIQ_U__KIQ005_How_often_have_urinary_leakage_4.0,0.00016585577499226518
P_KIQ_U__KIQ005_How_often_have_urinary_leakage_5.0,0.00016015844536556008
P_KIQ_U__KIQ042_Leak_urine_during_physical_activities_2.0,7.684999773142649e-05
P_KIQ_U__KIQ044_Urinated_before_reaching_the_toilet_2.0,0.00144368358310908
P_KIQ_U__KIQ046_Leak_urine_during_nonphysical_activities_2.0,0.00039954392021829873
P_KIQ_U__KIQ480_How_many_times_urinate_in_night_1.0,0.00032202728144452086
P_KIQ_U__KIQ480_How_many_times_urinate_in_night_2.0,0.0002907334447782025
P_KIQ_U__KIQ480_How_many_times_urinate_in_night_3.0,0.00023087052156916683
P_KIQ_U__KIQ480_How_many_times_urinate_in_night_4.0,8.113476214014594e-05
P_KIQ_U__KIQ480_How_many_times_urinate_in_night_5.0,0.0001038026877667836
P_MCQ__MCQ010_Ever_been_told_you_have_asthma_2.0,6.751437249487948e-05
P_MCQ__MCQ053_Taking_treatment_for_anemia_past_3_mos_2.0,0.00016928873280010147
P_MCQ__MCQ080_Doctor_ever_said_you_were_overweight_2.0,0.002427200948502895
P_MCQ__MCQ092_Ever_receive_blood_transfusion_2.0,0.00010166172584111699
P_MCQ__MCQ520_Abdominal_pain_during_past_12_months_2.0,7.217436437440644e-05
P_MCQ__MCQ550_Has_DR_ever_said_you_have_gallstones_2.0,0.0004504702744140198
P_MCQ__MCQ560_Ever_had_gallbladder_surgery_2.0,0.00015196780881448902
P_MCQ__MCQ220_Ever_told_you_had_cancer_or_malignancy_2.0,7.115651020978429e-05
P_OCQ__OCD150_Type_of_work_done_last_week_2.0,4.0296621764165885e-05
P_OCQ__OCD150_Type_of_work_done_last_week_3.0,2.942353167623882e-05
P_OCQ__OCD150_Type_of_work_done_last_week_4.0,0.004477232350995983
P_OHQ__OHQ030_When_did_you_last_visit_a_dentist_2.0,6.09560348255428e-05
P_OHQ__OHQ030_When_did_you_last_visit_a_dentist_3.0,0.00019323524077160083
P_OHQ__OHQ030_When_did_you_last_visit_a_dentist_4.0,0.00011788604215849939
P_OHQ__OHQ030_When_did_you_last_visit_a_dentist_5.0,8.856220491899452e-05
P_OHQ__OHQ030_When_did_you_last_visit_a_dentist_6.0,6.511929311020105e-05
P_OHQ__OHQ030_When_did_you_last_visit_a_dentist_7.0,4.804548721810515e-05
P_OHQ__OHQ033_Main_reason_for_last_dental_visit_2.0,7.429497002986609e-05
P_OHQ__OHQ033_Main_reason_for_last_dental_visit_3.0,0.00023628506166465302
P_OHQ__OHQ033_Main_reason_for_last_dental_visit_4.0,9.058215659180327e-05
P_OHQ__OHQ033_Main_reason_for_last_dental_visit_5.0,3.2520871966910765e-05
P_OHQ__OHQ770_Past_yr_need_dental_but_couldn_t_get_it_2.0,8.772014889843062e-05
P_OHQ__OHQ845_Rate_the_health_of_your_teeth_and_gums_2.0,6.092448492016263e-05
P_OHQ__OHQ845_Rate_the_health_of_your_teeth_and_gums_3.0,0.000135515047179003
P_OHQ__OHQ845_Rate_the_health_of_your_teeth_and_gums_4.0,0.0001315856081156302
P_OHQ__OHQ845_Rate_the_health_of_your_teeth_and_gums_5.0,0.00012055255447196553
